time, objectID, x, y, class
3445.8506,0,28.35,2.07,2
3445.9508,0,28.32,2.07,2
3446.0504,0,28.32,2.04,2
3446.1505,0,28.32,2.04,2
3446.2507,0,28.29,1.98,2
3445.8506,1,3.18,3.87,2
3445.9508,1,3.18,3.84,2
3446.0504,1,3.18,3.84,2
3446.1505,1,3.18,3.84,2
3446.2507,1,3.12,3.75,2
3446.7504,2,27.63,1.23,2
3446.8506,2,27.6,1.23,2
3446.9508,2,27.6,1.2,2
3447.0503,2,27.6,1.2,2
3446.7504,3,23.43,24.15,2
3446.8506,3,23.4,24.15,2
3446.9508,3,23.4,24.15,2
3447.0503,3,23.37,24.15,2
3445.8506,4,29.19,21.06,2
3445.9508,4,29.16,21.06,2
3446.0504,4,29.16,21.06,2
3446.1505,4,29.16,21.06,2
3446.2507,4,29.1,21.09,2
3446.3509,4,29.01,21.15,2
3446.4505,4,28.83,21.24,2
3446.8506,4,27.99,21.87,2
3446.9508,4,27.81,22.02,2
3447.0503,4,27.63,22.14,2
3447.1505,4,27.45,22.23,2
3447.2507,4,27.27,22.29,2
3447.3503,4,27.15,22.38,2
3447.4504,4,27.06,22.41,2
3445.8506,5,41.97,14.85,2
3445.9508,5,41.97,14.82,2
3446.0504,5,41.97,14.82,2
3446.1505,5,41.97,14.82,2
3446.2507,5,42.03,14.79,2
3446.3509,5,42.09,14.73,2
3446.4505,5,42.21,14.64,2
3446.5507,5,42.39,14.49,2
3446.6509,5,42.51,14.4,2
3446.7504,5,42.63,14.28,2
3446.8506,5,42.75,14.16,2
3446.9508,5,42.9,14.07,2
3447.0503,5,43.02,13.95,2
3447.1505,5,43.26,13.8,2
3447.2507,5,43.44,13.65,2
3447.3503,5,43.59,13.53,2
3447.4504,5,43.74,13.44,2
3447.5506,5,43.86,13.38,2
3447.6508,5,43.98,13.32,2
3447.7504,5,44.07,13.26,2
3448.0503,5,44.4,12.96,2
3446.5507,6,2.4,2.73,2
3446.6509,6,2.4,2.73,2
3446.7504,6,2.37,2.7,2
3446.8506,6,2.37,2.7,2
3446.9508,6,2.34,2.67,2
3447.0503,6,2.28,2.55,2
3447.1505,6,2.16,2.37,2
3447.2507,6,2.07,2.19,2
3447.3503,6,1.95,1.98,2
3447.4504,6,1.86,1.86,2
3447.5506,6,1.71,1.62,2
3447.6508,6,1.59,1.41,2
3447.7504,6,1.47,1.26,2
3447.8506,6,1.35,1.08,2
3447.9508,6,1.23,0.87,2
3448.0503,6,1.14,0.69,2
3448.1505,6,1.05,0.48,2
3448.2507,6,0.93,0.33,2
3448.3509,6,0.84,0.18,2
3448.4504,6,0.75,0.06,2
3448.5506,6,0.63,0,2
3448.6508,6,0.51,0,2
3448.3509,7,20.13,25.62,2
3448.5506,7,20.1,25.62,2
3448.6508,7,20.07,25.65,2
3448.7503,7,19.98,25.71,2
3448.8505,7,19.83,25.8,2
3445.8506,8,16.41,7.02,2
3445.9508,8,16.41,6.99,2
3446.0504,8,16.41,6.99,2
3446.1505,8,16.41,6.99,2
3446.2507,8,16.47,6.93,2
3446.3509,8,16.56,6.84,2
3446.4505,8,16.68,6.72,2
3446.5507,8,16.83,6.54,2
3446.6509,8,17.01,6.39,2
3446.7504,8,17.16,6.24,2
3446.8506,8,17.28,6.15,2
3446.9508,8,17.43,6.09,2
3447.0503,8,17.7,5.94,2
3447.1505,8,17.88,5.85,2
3447.2507,8,18.06,5.73,2
3447.3503,8,18.24,5.64,2
3447.4504,8,18.39,5.49,2
3447.5506,8,18.54,5.37,2
3447.6508,8,18.66,5.25,2
3447.7504,8,18.81,5.13,2
3447.8506,8,18.93,5.07,2
3447.9508,8,19.05,5.01,2
3448.0503,8,19.17,4.95,2
3448.1505,8,19.32,4.89,2
3448.2507,8,19.44,4.8,2
3448.3509,8,19.56,4.71,2
3448.4504,8,19.65,4.59,2
3448.5506,8,19.74,4.5,2
3448.6508,8,19.83,4.41,2
3448.7503,8,19.95,4.32,2
3448.8505,8,20.07,4.26,2
3448.9507,8,20.13,4.2,2
