time, objectID, x, y, class
2540.4615,0,9.3,26.6,1
2540.5617,0,9.3,26.55,1
2540.6619,0,9.3,26.55,1
2540.7615,0,9.3,26.55,1
2540.8617,0,9.3,26.55,1
2540.9619,0,9.3,26.55,1
2541.062,0,9.25,26.55,1
2541.1622,0,9.25,26.5,1
2541.2618,0,9.3,26.55,1
2541.362,0,9.3,26.6,1
2541.4622,0,9.3,26.55,1
2541.5617,0,9.3,26.5,1
2541.6619,0,9.35,26.45,1
2541.7621,0,9.4,26.5,1
2541.8616,0,9.4,26.4,1
2541.9618,0,9.45,26.35,1
2542.062,0,9.45,26.25,1
2542.1616,0,9.4,26.2,1
2542.2617,0,9.45,26.15,1
2542.3619,0,9.4,26.2,1
2542.4621,0,9.4,26.15,1
2542.5617,0,9.35,26.2,1
2542.6619,0,9.3,26.2,1
2542.7621,0,9.35,26.2,1
2542.8616,0,9.35,26.25,1
2542.9618,0,9.4,26.2,1
2543.062,0,9.4,26.2,1
2543.1622,0,9.4,26.15,1
2543.2617,0,9.4,26.15,1
2543.3619,0,9.35,26.15,1
2543.4621,0,9.35,26.1,1
2543.5616,0,9.3,25.95,1
2543.6618,0,9.25,25.8,1
2543.762,0,9.2,25.8,1
2543.9618,0,9.3,25.75,1
2544.062,0,9.3,25.65,1
2540.9619,1,0.75,20.35,1
2541.062,1,0.7,20.35,1
2541.1622,1,0.7,20.35,1
2541.4622,1,0.65,20.35,1
2541.5617,1,0.6,20.35,1
2541.8616,1,0.7,20.45,1
2541.9618,1,0.75,20.4,1
2542.1616,1,0.7,20.45,1
2542.2617,1,0.75,20.45,1
2542.5617,1,0.6,20.4,1
2542.6619,1,0.65,20.35,1
2542.7621,1,0.65,20.4,1
2543.2617,1,0.7,20.35,1
2543.4621,1,0.55,20.45,1
2543.9618,1,0.75,20.6,1
2544.4621,1,0.6,20.4,1
2542.4621,2,1.55,27.7,1
2542.7621,2,1.75,27.35,1
2542.9618,2,3.15,26.1,1
2543.062,2,4.05,25.35,1
2543.1622,2,4.8,24.55,1
2543.3619,2,6.45,23.25,1
2543.4621,2,6.85,23,1
2543.5616,2,7.25,22.65,1
2543.6618,2,7.75,22.5,1
2543.9618,2,8.9,21.3,1
2544.062,2,9.4,21,1
2544.1622,2,10,20.85,1
2544.2617,2,10.65,20.65,1
2544.3619,2,11.1,20.5,1
2544.4621,2,12,20.2,1
2544.5616,2,12.8,19.85,1
2544.6618,2,13.45,19.55,1
2544.762,2,14.15,19.3,1
2544.8615,2,14.85,18.95,1
2544.9617,2,15.55,18.55,1
2545.0619,2,16.2,18.25,1
2545.1621,2,16.85,17.95,1
2545.2617,2,17.4,17.6,1
2545.3619,2,18,17.15,1
2545.4621,2,18.7,16.8,1
2545.5616,2,19.3,16.4,1
2545.6618,2,19.9,16,1
2545.762,2,20.35,15.7,1
2545.8615,2,21,15.3,1
2545.9617,2,21.55,14.85,1
2546.0619,2,22.15,14.45,1
2546.1621,2,22.7,14.1,1
2546.2616,2,23.35,13.7,1
2546.3618,2,24.05,13.4,1
2546.462,2,24.6,13.05,1
2546.5622,2,25.3,12.65,1
2546.6618,2,25.9,12.25,1
2546.762,2,26.45,11.9,1
2546.8622,2,27.15,11.5,1
2546.9617,2,27.8,11.1,1
2547.0619,2,28.5,10.75,1
2547.1621,2,29.2,10.4,1
2547.2616,2,29.8,10.05,1
2547.3618,2,30.35,9.65,1
2547.462,2,30.95,9.2,1
2547.5615,2,31.6,8.95,1
2547.6617,2,32.25,8.55,1
2547.7619,2,32.8,8.15,1
2547.8615,2,33.5,7.7,1
