time, objectID, x, y, class
2544.753,0,12.03,27.54,2
2544.8532,0,12.03,27.51,2
2544.9527,0,12.03,27.51,2
2545.0529,0,12,27.51,2
2545.1531,0,12,27.51,2
2545.2526,0,12,27.45,2
2545.3528,0,11.97,27.45,2
2545.453,0,12.03,27.45,2
2545.5526,0,12,27.45,2
2545.6528,0,12.03,27.42,2
2545.753,0,11.94,27.3,2
2545.8532,0,11.97,27.39,2
2546.2526,0,12.18,27.51,2
2544.753,1,22.23,23.52,2
2544.8532,1,22.23,23.49,2
2544.9527,1,22.23,23.49,2
2545.1531,1,22.32,23.43,2
2545.2526,1,22.44,23.34,2
2545.3528,1,22.59,23.22,2
2545.453,1,22.74,23.13,2
2545.5526,1,22.92,23.01,2
2545.6528,1,23.07,22.92,2
2545.753,1,23.16,22.8,2
2545.8532,1,23.31,22.74,2
2545.9527,1,23.46,22.68,2
2546.0529,1,23.67,22.65,2
2546.1531,1,23.85,22.62,2
2546.2526,1,24.03,22.62,2
2546.3528,1,24.15,22.62,2
2546.453,1,24.27,22.62,2
2546.5525,1,24.45,22.53,2
2546.6527,1,24.48,22.41,2
2546.7529,1,24.6,22.32,2
2546.8531,1,24.69,22.26,2
2546.9527,1,24.81,22.2,2
2547.0529,1,24.9,22.14,2
2547.3528,1,25.29,21.75,2
2547.453,1,25.35,21.63,2
2547.5532,1,25.44,21.54,2
2547.6527,1,25.53,21.45,2
2547.7529,1,25.59,21.39,2
2547.8531,1,25.68,21.33,2
2547.9526,1,25.74,21.27,2
2548.0528,1,25.8,21.21,2
2548.153,1,25.86,21.18,2
2548.2526,1,25.92,21.15,2
2548.3528,1,26.01,21.12,2
2548.453,1,26.13,21.03,2
2548.5532,1,26.28,20.94,2
2548.6527,1,26.4,20.82,2
2548.7529,1,26.52,20.73,2
2548.8531,1,26.64,20.64,2
2548.9526,1,26.79,20.55,2
2549.0528,1,26.91,20.46,2
2549.153,1,27.03,20.34,2
2549.2525,1,27.15,20.22,2
2544.753,2,24.93,23.61,2
2544.8532,2,24.93,23.58,2
2544.9527,2,24.93,23.58,2
2545.0529,2,24.9,23.58,2
2545.1531,2,24.96,23.52,2
2545.2526,2,25.05,23.43,2
2545.3528,2,25.17,23.28,2
2545.453,2,25.35,23.13,2
2545.5526,2,25.53,23.01,2
2545.6528,2,25.68,22.86,2
2545.753,2,25.8,22.77,2
2545.8532,2,25.89,22.71,2
2545.9527,2,26.01,22.62,2
2546.0529,2,26.1,22.56,2
2546.1531,2,26.25,22.56,2
2546.2526,2,26.4,22.56,2
2546.3528,2,26.49,22.56,2
2546.453,2,26.64,22.44,2
2546.5525,2,26.76,22.32,2
2546.6527,2,26.91,22.2,2
2546.7529,2,27,22.11,2
2546.8531,2,27.09,22.02,2
2546.9527,2,27.18,21.93,2
2547.0529,2,27.27,21.87,2
2547.1531,2,27.36,21.84,2
2547.2526,2,27.42,21.78,2
2547.3528,2,27.51,21.72,2
2547.453,2,27.57,21.63,2
2547.5532,2,27.69,21.57,2
2547.6527,2,27.81,21.51,2
2547.7529,2,27.93,21.42,2
2547.8531,2,28.05,21.36,2
2547.9526,2,28.14,21.27,2
2548.0528,2,28.26,21.21,2
2548.153,2,28.35,21.18,2
2548.2526,2,28.47,21.15,2
2548.3528,2,28.59,21.12,2
2548.453,2,28.68,21.03,2
2548.5532,2,28.77,21,2
2548.6527,2,28.86,20.94,2
2548.7529,2,28.92,20.88,2
2548.8531,2,29.01,20.85,2
2548.9526,2,29.07,20.79,2
2549.0528,2,29.19,20.73,2
2549.153,2,29.28,20.67,2
2549.2525,2,29.4,20.58,2
2549.3527,2,29.49,20.52,2
2549.4529,2,29.58,20.43,2
2549.5531,2,29.7,20.34,2
2549.6527,2,29.82,20.25,2
2544.753,3,44.1,10.05,2
2544.8532,3,44.1,10.05,2
2544.9527,3,44.07,10.02,2
2545.0529,3,44.07,10.02,2
2545.1531,3,44.07,9.99,2
2545.3528,3,44.07,9.99,2
2545.453,3,44.1,10.02,2
2545.5526,3,44.13,9.99,2
2545.8532,3,44.13,10.02,2
2546.0529,3,44.13,10.05,2
2546.2526,3,44.13,10.05,2
2546.453,3,44.13,10.02,2
2546.9527,3,44.16,9.87,2
2547.0529,3,44.16,9.96,2
2547.2526,3,44.16,9.99,2
2547.3528,3,44.13,10.02,2
2547.453,3,44.13,10.05,2
2547.5532,3,44.13,10.05,2
2547.6527,3,44.1,10.08,2
2547.7529,3,44.13,10.05,2
2547.8531,3,44.13,10.05,2
2547.9526,3,44.16,10.02,2
2548.153,3,44.13,10.02,2
2548.2526,3,44.13,9.93,2
2548.453,3,44.1,9.96,2
2548.7529,3,44.07,10.02,2
2548.8531,3,44.1,10.05,2
2549.153,3,44.1,10.08,2
2549.2525,3,44.1,10.05,2
2549.4529,3,44.1,10.05,2
2549.8531,3,44.1,10.05,2
2549.9533,3,44.13,10.02,2
2550.153,3,44.16,10.02,2
2550.3527,3,44.13,9.93,2
2550.4529,3,44.13,9.99,2
2550.6526,3,44.1,10.02,2
2550.7528,3,44.1,10.02,2
2550.853,3,44.13,9.99,2
2551.0528,3,44.13,10.02,2
2551.153,3,44.13,9.99,2
2551.2525,3,44.1,9.9,2
2551.3527,3,44.13,9.93,2
2551.4529,3,44.1,9.96,2
2544.753,4,15.48,4.62,2
2544.8532,4,15.48,4.59,2
2544.9527,4,15.48,4.59,2
2545.0529,4,15.48,4.59,2
2545.1531,4,15.54,4.59,2
2545.2526,4,15.63,4.56,2
2545.3528,4,15.78,4.53,2
2545.453,4,15.96,4.44,2
2545.5526,4,16.08,4.29,2
2545.6528,4,16.32,4.26,2
2545.753,4,16.53,4.26,2
2545.8532,4,16.71,4.29,2
2545.9527,4,16.83,4.26,2
2546.0529,4,16.98,4.14,2
2546.1531,4,17.13,4.05,2
2546.2526,4,17.25,3.99,2
2546.3528,4,17.34,3.9,2
2546.453,4,17.46,3.84,2
2546.5525,4,17.55,3.78,2
2546.6527,4,17.64,3.78,2
2546.7529,4,17.88,3.69,2
2546.8531,4,18.06,3.63,2
2546.9527,4,18.24,3.57,2
2547.0529,4,18.39,3.54,2
2547.1531,4,18.54,3.51,2
2547.2526,4,18.69,3.51,2
2547.3528,4,18.81,3.45,2
2547.453,4,18.87,3.42,2
2547.5532,4,18.99,3.39,2
2547.6527,4,19.14,3.36,2
2547.7529,4,19.23,3.27,2
2547.8531,4,19.44,3.3,2
2547.9526,4,19.62,3.27,2
2548.0528,4,19.77,3.27,2
2548.153,4,19.92,3.24,2
2548.2526,4,20.07,3.21,2
2548.3528,4,20.25,3.18,2
2548.453,4,20.4,3.15,2
2548.5532,4,20.58,3.09,2
2548.6527,4,20.73,3.06,2
2548.7529,4,20.88,3.03,2
2548.8531,4,21.03,3,2
2548.9526,4,21.15,2.97,2
2549.0528,4,21.27,2.94,2
2549.153,4,21.36,2.94,2
2549.2525,4,21.45,2.91,2
2549.3527,4,21.57,2.91,2
2549.4529,4,21.66,2.88,2
2549.5531,4,21.75,2.88,2
2549.6527,4,21.84,2.88,2
2549.7529,4,21.93,2.88,2
2549.8531,4,22.05,2.88,2
2549.9533,4,22.11,3.03,2
2550.0528,4,22.14,3.12,2
2550.153,4,22.23,3.18,2
2550.2532,4,22.38,3.21,2
2550.3527,4,22.5,3.27,2
2550.4529,4,22.65,3.3,2
2550.5531,4,22.8,3.3,2
2550.6526,4,22.92,3.33,2
2550.7528,4,23.01,3.33,2
2550.853,4,23.16,3.33,2
2550.9526,4,23.28,3.3,2
2551.0528,4,23.4,3.3,2
2551.153,4,23.55,3.27,2
2551.3527,4,24.03,3.18,2
2551.4529,4,24.18,3.15,2
2551.5531,4,24.33,3.15,2
2551.6526,4,24.48,3.18,2
2551.9532,4,25.05,3.18,2
2548.6527,5,4.92,14.49,2
2548.8531,5,4.92,14.49,2
2548.9526,5,4.92,14.49,2
2549.3527,5,4.98,14.43,2
2549.5531,5,4.95,14.49,2
2549.6527,5,4.95,14.52,2
2549.8531,5,4.95,14.49,2
2549.9533,5,4.95,14.46,2
2550.153,5,4.95,14.49,2
2550.5531,5,4.95,14.52,2
